company_id,company,valuation,year_founded,date_joined,industry,city,country,continent,funding,investors,years_to_unicorn,latitude,longitude
10289,Ethos,3000000000,2016-01-01,2021-05-11,Fintech,San Francisco,United States,North America,407000000,"Sequoia Capital, Google Ventures, Accel",5,37.7879363,-122.4075201
10290,Komodo Health,3000000000,2014-01-01,2020-05-22,Health,San Francisco,United States,North America,314000000,"Andreessen Horowitz, IA Ventures, Felicis Ventures",6,37.7879363,-122.4075201
10291,Nextiva,3000000000,2008-01-01,2021-09-14,Internet software & services,Scottsdale,United States,North America,200000000,Goldman Sachs Asset Management,13,33.4942189,-111.926018
10292,o9 Solutions,3000000000,2009-01-01,2020-04-28,Artificial intelligence,Dallas,United States,North America,417000000,KKR,11,32.7762719,-96.7968559
10293,Scopely,3000000000,2011-01-01,2019-10-29,Mobile & telecommunications,Culver City,United States,North America,999000000,"Greycroft, Sands Capital, Revolution Growth",8,34.0211224,-118.396466
10294,Sila Nanotechnologies,3000000000,2011-01-01,2019-04-16,Other,Alameda,United States,North America,880000000,"Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners",8,37.6090291,-121.899142
10295,Via,3000000000,2012-01-01,2020-03-30,Auto & transportation,New York,United States,North America,777000000,"83North, RiverPark Ventures, Pitango Venture Capital",8,40.7127281,-74.0060152
10296,Transmit Security,3000000000,2014-01-01,2021-06-22,Cybersecurity,Tel Aviv,Israel,Asia,583000000,"General Atlantic, Insight Partners, Vintage Investment Partners",7,32.0852997,34.7818064
10297,BlockDaemon,3000000000,2016-01-01,2021-09-21,Fintech,Los Angeles,United States,North America,398000000,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital",5,34.0536909,-118.242766
10298,Convoy,3000000000,2015-01-01,2018-09-21,"Supply chain, logistics, & delivery",Seattle,United States,North America,666000000,"Greylock Partners, capitalG, Y Combinator",3,47.6038321,-122.330062
10299,Dream Games,3000000000,2019-01-01,2021-06-30,Mobile & telecommunications,Istanbul,Turkey,Europe,468000000,"Makers Fund, Index Ventures, Inova Ventures Participacees",2,41.006381,28.9758715
10300,Illumio,3000000000,2013-01-01,2015-04-14,Cybersecurity,Sunnyvale,United States,North America,558000000,"Data Collective, Formation 8, General Catalyst Partners",2,37.3688301,-122.036349
10301,MasterClass,3000000000,2015-01-01,2021-05-13,Edtech,San Francisco,United States,North America,461000000,"Institutional Venture Partners, New Enterprise Associates, Javelin Venture Partners",6,37.7879363,-122.4075201
10302,Graphcore,3000000000,2016-01-01,2018-12-18,Artificial intelligence,Bristol,United Kingdom,Europe,682000000,"Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners",2,51.4538022,-2.5972985
10303,ApplyBoard,3000000000,2015-01-01,2020-05-05,Edtech,Kitchener,Canada,North America,483000000,"Artiman Ventures, Plug and Play Ventures, Anthos Capital",5,43.451291,-80.4927815
10304,Blockstream,3000000000,2014-01-01,2021-08-24,Fintech,Vancouver,Canada,North America,299000000,"AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital",7,49.2608724,-123.113952
10305,Cedar,3000000000,2016-01-01,2021-03-09,Fintech,New York,United States,North America,326000000,"Thrive Capital, Founders Fund, Cocnord Health Partners",5,40.7127281,-74.0060152
10306,ContentSquare,3000000000,2012-01-01,2021-05-25,Internet software & services,Paris,France,Europe,812000000,"Highland Europe, Eurazeo, Canaan Partners",9,48.8534951,2.3483915
10307,Eruditus Executive Education,3000000000,2010-01-01,2021-08-12,Edtech,Mumbai,India,Asia,591000000,"Sequoia Capital India, Softbank, Bertelsmann India Investments",11,19.054999,72.8692035
10308,Innovaccer,3000000000,2014-01-01,2021-02-19,Health,San Francisco,United States,North America,379000000,"M12, WestBridge Capital, Lightspeed Venture Partners",7,37.7879363,-122.4075201
10309,Ironclad,3000000000,2014-01-01,2022-01-18,Internet software & services,Sacramento,United States,North America,334000000,"Accel, Sequoia Capital, Y Combinator",8,38.5810606,-121.493895
10310,Skims,3000000000,2019-01-01,2021-04-09,E-commerce & direct-to-consumer,Los Angeles,United States,North America,399000000,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures",2,34.0536909,-118.242766
10311,Thumbtack,3000000000,2008-01-01,2015-09-29,E-commerce & direct-to-consumer,San Francisco,United States,North America,698000000,"Tiger Global, Sequoia Capital, Google Capital",7,37.7879363,-122.4075201
